motionType,expectedPointsAdded,yardsGained,bigPlay,successfulPlay
FLY,-0.638265656598378,0,NO,NO
IN,1.11166486301227,11,NO,YES
FLY,1.11166486301227,11,NO,YES
QUICK,1.04298022418516,8,NO,YES
ACROSS,1.04298022418516,8,NO,YES
FLY,-0.769494703388773,0,NO,NO
IN,-0.122591963969171,4,NO,NO
FLY,-0.607780341990292,3,NO,NO
UP,-1.05900989565998,2,NO,NO
OUT,0.0601429212838411,4,NO,YES
UP,0.0601429212838411,4,NO,YES
ACROSS,-0.608880042098463,0,NO,NO
FLY,-0.288271137047559,2,NO,NO
FLY,-0.521404238184914,0,NO,NO
FLY,-0.766938766930252,3,NO,NO
ACROSS,0.0351830873405561,5,NO,YES
ACROSS,1.29944348917343,11,NO,YES
ACROSS,1.12068546714727,17,YES,YES
FLY,1.12068546714727,17,YES,YES
FLY,0.811587893287651,9,NO,YES
QUICK,-0.471026154002175,3,NO,NO
FLY,1.00896916654892,5,NO,YES
FLY,-0.519997900584713,2,NO,NO
FLY,0.819827237224672,4,NO,YES
FLY,1.60591444128659,28,YES,YES
ACROSS,0.742070544860326,7,NO,YES
FLY,0.742070544860326,7,NO,YES
RETURN,1.00096556812059,13,NO,YES
ACROSS,-6.04119700437877,0,NO,NO
QUICK,-6.04119700437877,0,NO,NO
IN,-0.0518805412575603,5,NO,NO
IN,0.859974354156293,5,NO,YES
IN,0.172965234378353,6,NO,YES
ACROSS,0.0805144913028926,3,NO,YES
FLY,0.362149917054921,6,NO,YES
QUICK,-0.172906414372846,2,NO,NO
ACROSS,0.0568785562645644,8,NO,YES
QUICK,-5.13455961248837,-2,NO,NO
FLY,0.0707799263764173,5,NO,YES
ACROSS,-0.573208474786952,0,NO,NO
IN,-1.18362041190267,4,NO,NO
FLY,1.16579283587635,5,NO,YES
RETURN,-0.195151060121134,6,NO,NO
IN,-0.576905040070415,0,NO,NO
OUT,1.53174562403001,23,YES,YES
ACROSS,-5.72095687867841,-9,NO,NO
ACROSS,0.269951234746259,4,NO,YES
IN,0.598860229714774,7,NO,YES
IN,1.20697651535738,2,NO,YES
QUICK,0.0345172041561455,6,NO,YES
ACROSS,0.46437095454894,5,NO,YES
FLY,-0.59542361064814,1,NO,NO
ACROSS,0.90004939911887,13,NO,YES
IN,2.20781836489914,15,YES,YES
QUICK,-1.09891770710237,0,NO,NO
UP,-1.55132206401322,-7,NO,NO
ACROSS,-0.428092199610546,0,NO,NO
FLY,-0.428092199610546,0,NO,NO
FLY,0.939005980384536,10,NO,YES
FLY,-0.467964258394204,0,NO,NO
OUT,1.83691458852263,15,YES,YES
ACROSS,-1.03132330212975,-2,NO,NO
ACROSS,1.00292204873404,8,NO,YES
ACROSS,-1.23853287793463,-3,NO,NO
FLY,-1.32285204756772,-5,NO,NO
FLY,-1.04633028712124,-1,NO,NO
OUT,4.24683744856156,50,YES,YES
IN,0.25284602236934,4,NO,YES
FLY,-0.436969724600203,0,NO,NO
IN,2.00797487626551,9,NO,YES
IN,0.389739177015144,4,NO,YES
FLY,0.664627410587855,1,NO,YES
ACROSS,0.412425557617098,8,NO,YES
RETURN,0.933244756655768,11,NO,YES
ACROSS,-0.907667619874701,-2,NO,NO
QUICK,-0.00904869963414967,6,NO,NO
FLY,0.91236651642248,10,NO,YES
FLY,1.5876615527086,18,YES,YES
IN,-0.74847314087674,2,NO,NO
OUT,-1.4414759837091,0,NO,NO
ACROSS,0.792599579435773,9,NO,YES
UP,-0.550703714601696,0,NO,NO
FLY,-1.58706481952686,0,NO,NO
FLY,2.46695869631367,27,YES,YES
UP,-0.303989924024791,4,NO,NO
OUT,-6.89103375840932,0,NO,NO
FLY,-0.55786042381078,1,NO,NO
IN,1.02673761628103,13,NO,YES
QUICK,0.893225404026452,13,NO,YES
FLY,-0.519804021052551,2,NO,NO
FLY,0.770201281586196,7,NO,YES
ACROSS,-1.49883234110894,0,NO,NO
FLY,-1.49883234110894,0,NO,NO
IN,0.270148197654635,10,NO,YES
FLY,-1.27318147319602,-1,NO,NO
OUT,2.29573633661494,10,NO,YES
IN,1.70067102788016,7,NO,YES
RETURN,1.70067102788016,7,NO,YES
FLY,0.540780551091302,8,NO,YES
FLY,-0.613957824651152,2,NO,NO
ACROSS,-0.941655511502177,-2,NO,NO
ACROSS,2.34695685538463,16,YES,YES
ACROSS,2.34695685538463,16,YES,YES
OUT,2.34695685538463,16,YES,YES
ACROSS,-0.976185915060341,0,NO,NO
QUICK,2.0457728325855,13,NO,YES
QUICK,2.0457728325855,13,NO,YES
ACROSS,-0.620527049992234,0,NO,NO
OUT,1.5371786163887,16,YES,YES
OUT,-0.350562141160481,0,NO,NO
OUT,1.60414207947906,10,NO,YES
QUICK,0.456011459347792,6,NO,YES
FLY,2.59064777230378,4,NO,YES
ACROSS,-1.05894192424603,0,NO,NO
RETURN,1.91143781360006,22,YES,YES
IN,1.91143781360006,22,YES,YES
RETURN,1.91143781360006,22,YES,YES
RETURN,1.91143781360006,22,YES,YES
IN,2.12138272973243,29,YES,YES
FLY,2.18494361650664,25,YES,YES
FLY,0.688946087495424,1,NO,YES
QUICK,0.691911896225065,12,NO,YES
FLY,0.773602101602592,18,YES,YES
QUICK,0.506677403463982,7,NO,YES
ACROSS,-0.360613646917045,2,NO,NO
OUT,-1.09309070929885,2,NO,NO
FLY,-0.000206273747608066,5,NO,NO
IN,-0.718453471083194,1,NO,NO
QUICK,-0.298658104846254,5,NO,NO
OUT,-0.298658104846254,5,NO,NO
OUT,0.258905092487112,5,NO,YES
FLY,1.67450964683667,24,YES,YES
ACROSS,-0.838155988138169,0,NO,NO
QUICK,-0.472125889267772,3,NO,NO
FLY,0.687573774252087,6,NO,YES
UP,-0.944334930973127,0,NO,NO
FLY,-0.944334930973127,0,NO,NO
UP,1.97557274973951,9,NO,YES
ACROSS,1.03828146413434,18,YES,YES
ACROSS,-0.750246340758167,0,NO,NO
UP,-2.92206637584604,-7,NO,NO
FLY,-0.514482758240774,2,NO,NO
ACROSS,-0.514482758240774,2,NO,NO
IN,-0.594983522081748,3,NO,NO
FLY,-0.594983522081748,3,NO,NO
IN,-0.249397084815428,5,NO,NO
FLY,-0.249397084815428,5,NO,NO
ACROSS,-6.73054981755558,-9,NO,NO
ACROSS,2.27838083048118,31,YES,YES
QUICK,-1.36892735306174,-1,NO,NO
FLY,-0.502442090772092,1,NO,NO
FLY,-0.00332530552987009,5,NO,NO
OUT,1.5509391160449,5,NO,YES
FLY,-1.47118808235973,-4,NO,NO
ACROSS,-0.0761326992651448,3,NO,NO
FLY,1.51141889800783,15,YES,YES
ACROSS,2.04261181969196,32,YES,YES
FLY,2.04261181969196,32,YES,YES
OUT,-0.375771741033532,4,NO,NO
QUICK,-0.267529911303427,0,NO,NO
QUICK,0.874206001462881,1,NO,YES
ACROSS,-0.53919786750339,2,NO,NO
FLY,-0.415440393844619,3,NO,NO
ACROSS,-3.22166419564746,0,NO,NO
FLY,-0.453449171036482,0,NO,NO
FLY,-0.368417977355421,2,NO,NO
OUT,1.24930542055517,21,YES,YES
RETURN,-0.437289163703099,0,NO,NO
FLY,-0.437289163703099,0,NO,NO
IN,3.96560463518836,31,YES,YES
FLY,-0.306006903818343,1,NO,NO
OUT,-0.718065325927455,0,NO,NO
ACROSS,-0.0701072653755546,5,NO,NO
ACROSS,-0.0701072653755546,5,NO,NO
FLY,-0.051098897587508,8,NO,NO
QUICK,-1.43476983951405,-4,NO,NO
ACROSS,-1.03907115152106,0,NO,NO
OUT,1.28012740809936,6,NO,YES
ACROSS,2.63911187421763,24,YES,YES
QUICK,-0.415402921207715,0,NO,NO
ACROSS,-0.736278010415845,2,NO,NO
OUT,2.03729342541192,2,NO,YES
FLY,-0.52862292365171,2,NO,NO
FLY,-0.366294916835614,0,NO,NO
FLY,-0.627474817680195,0,NO,NO
OUT,-1.18246878637001,0,NO,NO
ACROSS,-0.121545152389444,4,NO,NO
UP,-1.29587083763909,0,NO,NO
QUICK,0.605010790517554,11,NO,YES
FLY,-0.263423888478428,3,NO,NO
ACROSS,-1.52986877062358,0,NO,NO
ACROSS,-0.334951630677097,0,NO,NO
ACROSS,-0.980479187099263,-1,NO,NO
OUT,-0.991083810979035,0,NO,NO
FLY,-1.14687863056315,1,NO,NO
FLY,-0.317543716635555,4,NO,NO
ACROSS,-0.507696898654103,2,NO,NO
RETURN,-1.38277767039835,0,NO,NO
ACROSS,1.539797374513,14,NO,YES
ACROSS,0.746319189260248,10,NO,YES
FLY,-0.499140890256967,0,NO,NO
QUICK,0.0946926244650967,6,NO,YES
RETURN,-0.17274447681848,0,NO,NO
QUICK,-0.604703390505165,3,NO,NO
FLY,0.417054999619722,7,NO,YES
FLY,-0.130475507117808,6,NO,NO
FLY,1.95430248451885,31,YES,YES
ACROSS,-0.394194194115698,3,NO,NO
QUICK,-0.780112090986222,1,NO,NO
UP,-0.54865695303306,0,NO,NO
FLY,-0.791840854566544,3,NO,NO
UP,-3.57904265355319,0,NO,NO
IN,-3.57904265355319,0,NO,NO
ACROSS,1.0165604861686,16,YES,YES
ACROSS,-0.377203098498285,0,NO,NO
IN,-0.515871915849857,3,NO,NO
OUT,-1.96561638195999,-6,NO,NO
OUT,0.372173476964235,8,NO,YES
ACROSS,-1.12350570270792,-2,NO,NO
QUICK,-1.12350570270792,-2,NO,NO
FLY,-0.149501980282366,4,NO,NO
IN,-2.21579431556165,-6,NO,NO
FLY,-0.446797748096287,2,NO,NO
UP,-1.82996415067464,0,NO,NO
OUT,-0.525686691515148,2,NO,NO
FLY,-0.591250348370522,1,NO,NO
OUT,-1.13658562768251,1,NO,NO
ACROSS,0.630576921335887,11,NO,YES
FLY,-0.219658003537916,6,NO,NO
FLY,-0.945653312257491,-2,NO,NO
FLY,2.12775629578391,6,NO,YES
FLY,-1.29555510845967,-2,NO,NO
UP,-0.567258485476486,1,NO,NO
OUT,-0.585110627580434,0,NO,NO
FLY,-0.980915970401838,6,NO,NO
FLY,0.478677073959261,8,NO,YES
QUICK,0.478677073959261,8,NO,YES
OUT,-0.198388978256844,1,NO,NO
FLY,-0.580364252440631,0,NO,NO
IN,1.20822919305647,12,NO,YES
OUT,-0.287264293932822,3,NO,NO
FLY,-0.309041809930932,1,NO,NO
FLY,0.521854473336134,27,YES,YES
IN,0.716425119899213,11,NO,YES
ACROSS,0.716425119899213,11,NO,YES
FLY,-0.46833398193121,0,NO,NO
QUICK,0.066059555625543,6,NO,YES
FLY,1.17257318203337,3,NO,YES
ACROSS,-1.35014723759377,-2,NO,NO
RETURN,-1.35014723759377,-2,NO,NO
FLY,-1.69420152902603,-3,NO,NO
FLY,-0.459462465252727,0,NO,NO
QUICK,-0.459462465252727,0,NO,NO
FLY,-0.233813422266394,4,NO,NO
ACROSS,1.65348296822049,7,NO,YES
ACROSS,-0.617082404205576,1,NO,NO
QUICK,-0.848459146451205,0,NO,NO
IN,-0.452223307685927,0,NO,NO
IN,-0.838949458673596,1,NO,NO
FLY,0.161874296260066,6,NO,YES
QUICK,0.161874296260066,6,NO,YES
ACROSS,0.0517476536333561,3,NO,YES
ACROSS,1.43487906747032,16,YES,YES
RETURN,-0.357014203793369,0,NO,NO
ACROSS,0.328959418402519,8,NO,YES
ACROSS,-0.681322628399357,0,NO,NO
ACROSS,1.77709207241423,11,NO,YES
ACROSS,-0.548179516103119,4,NO,NO
IN,-5.14067612582585,0,NO,NO
ACROSS,-0.719538826902863,-1,NO,NO
FLY,1.77716994454386,9,NO,YES
FLY,-0.381603085785173,0,NO,NO
ACROSS,1.26137858338188,3,NO,YES
FLY,0.822934578405693,3,NO,YES
QUICK,-1.38183785392903,0,NO,NO
IN,-0.79510410677176,1,NO,NO
FLY,-0.801026248373091,0,NO,NO
FLY,-1.83626191178337,-5,NO,NO
OUT,-0.971467434428632,4,NO,NO
FLY,-0.390088359359652,2,NO,NO
ACROSS,-0.619540760526434,5,NO,NO
FLY,-0.619540760526434,5,NO,NO
FLY,1.31040892796591,4,NO,YES
FLY,0.210489243967459,6,NO,YES
FLY,-0.62156825629063,1,NO,NO
OUT,-3.55734967626631,0,NO,NO
IN,-0.0347347704228014,4,NO,NO
FLY,-1.19131584977731,-1,NO,NO
RETURN,0.55521276826039,15,YES,YES
ACROSS,-0.471855314681306,2,NO,NO
ACROSS,-0.449124866630882,4,NO,NO
OUT,-0.449124866630882,4,NO,NO
IN,-0.943126562749967,0,NO,NO
OUT,0.0451329690404236,5,NO,YES
RETURN,-0.438261287752539,3,NO,NO
ACROSS,-2.49516378296539,-15,NO,NO
UP,-0.413605301990174,2,NO,NO
OUT,-0.413605301990174,2,NO,NO
FLY,-0.406051469035447,2,NO,NO
RETURN,0.212209193501621,5,NO,YES
ACROSS,0.643360114248935,1,NO,YES
ACROSS,-1.9167798217386,-9,NO,NO
IN,-0.908860770519823,0,NO,NO
ACROSS,0.367942760232836,12,NO,YES
RETURN,-1.83713894966058,-9,NO,NO
FLY,-1.83713894966058,-9,NO,NO
UP,0.447833938524127,8,NO,YES
FLY,0.447833938524127,8,NO,YES
FLY,-0.777396858320571,0,NO,NO
QUICK,0.0109279513126239,5,NO,YES
ACROSS,3.07357417151798,24,YES,YES
FLY,-0.0479321184102446,7,NO,NO
QUICK,0.860105771018425,1,NO,YES
QUICK,0.860105771018425,1,NO,YES
OUT,0.614536994020455,6,NO,YES
FLY,-0.488781261141412,0,NO,NO
UP,-0.488781261141412,0,NO,NO
IN,-1.15983577870065,0,NO,NO
RETURN,-0.200352107523941,0,NO,NO
ACROSS,-0.612955303862691,0,NO,NO
OUT,-0.756589044816792,3,NO,NO
QUICK,0.237844053888693,5,NO,YES
FLY,0.237844053888693,5,NO,YES
FLY,2.5042934929952,2,NO,YES
ACROSS,-0.220429360750131,4,NO,NO
FLY,-0.782462481525727,0,NO,NO
QUICK,-0.211440923623741,4,NO,NO
ACROSS,0.0110770436003804,4,NO,YES
OUT,-1.94819170888513,-6,NO,NO
QUICK,-1.94819170888513,-6,NO,NO
QUICK,1.14043790963478,3,NO,YES
OUT,1.78473197354469,28,YES,YES
QUICK,-0.492866148822941,0,NO,NO
FLY,1.57660679577384,9,NO,YES
OUT,0.131795551336836,5,NO,YES
ACROSS,-0.911325294582639,0,NO,NO
FLY,-0.448399796849117,4,NO,NO
IN,2.41429803404026,19,YES,YES
FLY,-0.0375927038840018,2,NO,NO
ACROSS,-0.0978385765338317,4,NO,NO
FLY,-0.0978385765338317,4,NO,NO
FLY,-1.44127393193776,-1,NO,NO
ACROSS,5.78569128504023,75,YES,YES
FLY,-0.193841005675495,3,NO,NO
OUT,1.16369946161285,5,NO,YES
ACROSS,-0.363727942574769,2,NO,NO
QUICK,-0.664112113881856,2,NO,NO
OUT,0.998723066295497,26,YES,YES
QUICK,0.998723066295497,26,YES,YES
UP,-0.0325138606131077,4,NO,NO
QUICK,2.6630585170351,36,YES,YES
FLY,-0.952162494766526,-1,NO,NO
QUICK,-0.952162494766526,-1,NO,NO
RETURN,-0.0776401493931189,-3,NO,NO
QUICK,-0.0776401493931189,-3,NO,NO
FLY,0.72715477924794,11,NO,YES
FLY,1.69126636371948,5,NO,YES
FLY,1.26212686253712,11,NO,YES
FLY,-0.586606006603688,0,NO,NO
ACROSS,-1.43725385051221,0,NO,NO
FLY,-0.639799150172621,0,NO,NO
OUT,-1.05850811721757,0,NO,NO
ACROSS,0.0878987344913185,5,NO,YES
FLY,0.0878987344913185,5,NO,YES
FLY,3.19894561183173,57,YES,YES
FLY,-4.79231238202192,18,YES,NO
OUT,-0.530158429639414,0,NO,NO
FLY,0.119048492517322,7,NO,YES
IN,-0.538015419617295,2,NO,NO
OUT,-1.30540974694304,0,NO,NO
FLY,0.840236141695641,12,NO,YES
ACROSS,0.0245520673925057,5,NO,YES
FLY,0.0245520673925057,5,NO,YES
IN,0.31010709668044,7,NO,YES
FLY,0.358241225709207,8,NO,YES
UP,0.61789777193917,8,NO,YES
FLY,0.952017614792567,12,NO,YES
ACROSS,-0.609775514341891,2,NO,NO
UP,-0.609775514341891,2,NO,NO
FLY,-0.609775514341891,2,NO,NO
OUT,-0.485983297927305,0,NO,NO
UP,0.522694671293721,11,NO,YES
QUICK,0.0930784910451621,6,NO,YES
UP,0.333797819213942,6,NO,YES
FLY,0.130479396844748,4,NO,YES
FLY,-0.421455130737741,1,NO,NO
FLY,-0.0816527400165796,5,NO,NO
FLY,-0.829965658020228,1,NO,NO
OUT,-0.111510976916179,4,NO,NO
FLY,0.93200445768889,7,NO,YES
FLY,-0.381711507565342,0,NO,NO
FLY,0.654442083090544,9,NO,YES
RETURN,0.736084387870505,11,NO,YES
QUICK,0.736084387870505,11,NO,YES
RETURN,-0.473847567569464,1,NO,NO
FLY,1.30694198980927,13,NO,YES
FLY,0.980757550336421,15,YES,YES
ACROSS,0.0661156014539301,4,NO,YES
RETURN,1.25528468703851,15,YES,YES
OUT,-0.821559468284249,0,NO,NO
ACROSS,-0.821559468284249,0,NO,NO
QUICK,-0.599614952690899,2,NO,NO
FLY,-0.478557910304517,2,NO,NO
OUT,0.999540348770097,18,YES,YES
UP,0.999540348770097,18,YES,YES
FLY,0.327198839513585,5,NO,YES
FLY,-0.929628565325402,0,NO,NO
ACROSS,-0.929628565325402,0,NO,NO
UP,-0.485168127343059,0,NO,NO
FLY,-0.545121112605557,4,NO,NO
UP,1.97850754112005,13,NO,YES
FLY,1.97850754112005,13,NO,YES
UP,0.310697389068082,9,NO,YES
FLY,0.582585754338652,8,NO,YES
FLY,0.0518460945459083,6,NO,YES
FLY,-0.622125760302879,1,NO,NO
FLY,-0.62303110526409,8,NO,NO
RETURN,-0.0136978126247413,0,NO,NO
OUT,0.00442040245980024,6,NO,YES
FLY,0.82357050711289,7,NO,YES
FLY,0.562363488599658,7,NO,YES
RETURN,-0.413324968074448,1,NO,NO
FLY,0.547352206544019,8,NO,YES
FLY,2.91832571139093,26,YES,YES
FLY,-0.737179451622069,2,NO,NO
OUT,3.1243814942427,23,YES,YES
FLY,-0.38633546885103,1,NO,NO
FLY,-0.2383437321987,4,NO,NO
QUICK,0.168697491288185,7,NO,YES
FLY,-1.1758899660781,-1,NO,NO
FLY,2.01205852394924,10,NO,YES
FLY,0.741917429259047,12,NO,YES
FLY,-1.37273145653307,1,NO,NO
IN,-4.71796426689252,2,NO,NO
FLY,-0.489963612984866,0,NO,NO
FLY,1.50884259701706,10,NO,YES
ACROSS,-0.0429012021049857,4,NO,NO
FLY,-0.0429012021049857,4,NO,NO
OUT,1.85966627509333,12,NO,YES
QUICK,0.550017478875816,8,NO,YES
RETURN,0.273790133476723,6,NO,YES
QUICK,0.273790133476723,6,NO,YES
OUT,0.514896295440849,12,NO,YES
IN,1.46339243039256,18,YES,YES
QUICK,1.39090959815076,4,NO,YES
ACROSS,-1.0611901266966,-4,NO,NO
FLY,-0.0250704424106516,2,NO,NO
RETURN,-1.30166871991241,-1,NO,NO
QUICK,0.674549397313967,12,NO,YES
QUICK,-0.483901479514316,1,NO,NO
ACROSS,0.0858966277446598,7,NO,YES
FLY,0.789175830432214,13,NO,YES
OUT,0.406681949854828,7,NO,YES
FLY,0.49140557134524,8,NO,YES
FLY,-0.564720797818154,0,NO,NO
FLY,0.51397503609769,10,NO,YES
RETURN,-0.436088639078662,1,NO,NO
RETURN,-2.1640566890128,-9,NO,NO
FLY,0.578807611018419,8,NO,YES
QUICK,-0.645568025298417,0,NO,NO
FLY,1.39504760596901,11,NO,YES
QUICK,-0.612980593461543,1,NO,NO
FLY,-0.296789505984634,4,NO,NO
FLY,4.46786085492931,47,YES,YES
FLY,-0.0860643769265153,2,NO,NO
QUICK,-0.0860643769265153,2,NO,NO
FLY,-1.09714334609453,0,NO,NO
FLY,2.50813497480704,4,NO,YES
QUICK,5.64157449058257,53,YES,YES
FLY,0.314258769387379,5,NO,YES
RETURN,1.85299681383185,1,NO,YES
FLY,0.768901253410149,13,NO,YES
ACROSS,-4.85655904607847,2,NO,NO
FLY,-0.747978361032438,2,NO,NO
FLY,-0.552210200228728,0,NO,NO
QUICK,-0.0659922799095511,5,NO,NO
FLY,3.20958453987259,19,YES,YES
FLY,-1.11466143000871,-1,NO,NO
ACROSS,-1.51395716518164,0,NO,NO
OUT,1.85646131075919,8,NO,YES
FLY,1.49567678186577,17,YES,YES
FLY,0.858707362494897,2,NO,YES
IN,-1.51030314317904,0,NO,NO
QUICK,-0.369595548720099,0,NO,NO
RETURN,-1.30109115282539,0,NO,NO
FLY,0.917201588163152,10,NO,YES
ACROSS,0.905498859239742,14,NO,YES
RETURN,0.905498859239742,14,NO,YES
IN,-0.431129613425583,0,NO,NO
ACROSS,-5.22684757795651,0,NO,NO
QUICK,-0.879222077783197,0,NO,NO
QUICK,-0.0259851461742073,4,NO,NO
ACROSS,0.963876597583294,12,NO,YES
ACROSS,1.92408668994904,12,NO,YES
OUT,-0.591935277101584,0,NO,NO
FLY,-0.442961576161906,3,NO,NO
FLY,1.13008033041842,10,NO,YES
OUT,-0.528558915946633,2,NO,NO
OUT,-0.20404322212562,4,NO,NO
IN,-0.989913025405258,1,NO,NO
FLY,0.791006515966728,14,NO,YES
ACROSS,0.717413525795564,19,YES,YES
UP,0.717413525795564,19,YES,YES
FLY,-0.416106914402917,6,NO,NO
ACROSS,0.687235515681095,9,NO,YES
FLY,3.02753890119493,16,YES,YES
OUT,0.932804686075542,9,NO,YES
FLY,2.81828048638999,16,YES,YES
IN,0.132501938613132,8,NO,YES
FLY,1.08539973455481,20,YES,YES
IN,0.813896909588948,12,NO,YES
ACROSS,0.880816164193675,2,NO,YES
IN,0.588916989741847,6,NO,YES
FLY,-0.524819354526699,0,NO,NO
FLY,1.65280997205991,2,NO,YES
QUICK,0.56007390510058,5,NO,YES
UP,-0.791894198628142,0,NO,NO
OUT,1.68668416433502,15,YES,YES
QUICK,0.690957308630459,9,NO,YES
ACROSS,-0.96393771469593,-1,NO,NO
FLY,-1.19204480620101,-4,NO,NO
ACROSS,0.558742106077261,8,NO,YES
QUICK,2.01466706651263,8,NO,YES
FLY,-1.16693505132571,-5,NO,NO
ACROSS,0.743278521229513,14,NO,YES
OUT,-0.398014048929326,1,NO,NO
QUICK,-0.797300446662121,1,NO,NO
OUT,3.58138947398402,20,YES,YES
IN,-0.926688867271878,-6,NO,NO
OUT,0.00471285590901971,9,NO,YES
OUT,2.94094674946973,23,YES,YES
QUICK,-1.09905642218655,0,NO,NO
QUICK,-1.09905642218655,0,NO,NO
QUICK,0.736983208858874,1,NO,YES
OUT,0.927921786322258,19,YES,YES
OUT,-1.25892007572111,0,NO,NO
FLY,1.09195773897227,13,NO,YES
OUT,0.900876596802846,3,NO,YES
IN,0.917836528562475,17,YES,YES
RETURN,-0.466822869260795,1,NO,NO
IN,0.765901320904959,9,NO,YES
ACROSS,-0.689476359635592,0,NO,NO
FLY,0.841203685849905,9,NO,YES
FLY,-0.721348471241072,1,NO,NO
UP,-0.87629067292437,6,NO,NO
FLY,0.307511477265507,7,NO,YES
FLY,-0.672068840591237,0,NO,NO
FLY,-2.11685705231503,-1,NO,NO
OUT,-0.594435811741278,0,NO,NO
OUT,-1.96303052036092,0,NO,NO
FLY,0.753043873468414,9,NO,YES
QUICK,-0.284585535526276,3,NO,NO
ACROSS,2.15085173444822,9,NO,YES
FLY,-0.0831088761333376,4,NO,NO
IN,2.21195004018955,25,YES,YES
IN,0.0523058963590302,3,NO,YES
ACROSS,-0.239690434653312,5,NO,NO
OUT,0.881967102643102,14,NO,YES
UP,-1.02822518936591,0,NO,NO
ACROSS,1.83232029067585,5,NO,YES
RETURN,3.84779073146638,51,YES,YES
FLY,-0.896382980106864,4,NO,NO
QUICK,2.05642863339745,16,YES,YES
IN,-2.19422561582178,0,NO,NO
ACROSS,-0.596982923219912,5,NO,NO
IN,-0.411084722261876,0,NO,NO
FLY,0.0555384445469826,7,NO,YES
QUICK,0.0555384445469826,7,NO,YES
UP,-1.15112531231716,-1,NO,NO
FLY,0.221154842991382,7,NO,YES
OUT,1.46396503061987,8,NO,YES
RETURN,2.3296746237902,15,YES,YES
RETURN,-0.288506701996084,3,NO,NO
ACROSS,0.479511765763164,10,NO,YES
IN,0.974708611844108,13,NO,YES
FLY,-0.588237436371855,2,NO,NO
FLY,-0.494144004303962,0,NO,NO
FLY,0.956067299703136,10,NO,YES
RETURN,0.956067299703136,10,NO,YES
OUT,0.183523645740934,6,NO,YES
TIC,0.554540772864129,11,NO,YES
RETURN,0.310678096255288,6,NO,YES
TIC,-0.951330654730555,0,NO,NO
FLY,0.88087327987887,9,NO,YES
FLY,0.569422652712092,8,NO,YES
FLY,0.722646454465576,12,NO,YES
UP,2.60249109368306,10,NO,YES
OUT,-0.387188876979053,6,NO,NO
QUICK,1.41251134395134,18,YES,YES
IN,-3.60758213791996,0,NO,NO
IN,-0.599277724511921,2,NO,NO
QUICK,-1.88545185420662,0,NO,NO
QUICK,2.09436535276473,8,NO,YES
IN,0.77158219460398,9,NO,YES
OUT,-0.356023520347662,2,NO,NO
FLY,-0.78935211407952,0,NO,NO
ACROSS,1.40812709694728,4,NO,YES
RETURN,0.38709354470484,7,NO,YES
FLY,0.274814145872369,4,NO,YES
ACROSS,0.121412421576679,6,NO,YES
FLY,-0.243196033174172,3,NO,NO
FLY,0.389742116560228,2,NO,YES
FLY,-5.45078716741409,0,NO,NO
QUICK,-0.482879472896457,0,NO,NO
ACROSS,2.24880219809711,12,NO,YES
FLY,-1.58028723497409,-7,NO,NO
IN,3.4668400810333,17,YES,YES
FLY,-0.0359784489264712,3,NO,NO
OUT,-0.409079456469044,0,NO,NO
OUT,-0.0951767241349444,4,NO,NO
OUT,0.888875590171665,24,YES,YES
ACROSS,-0.183486572932452,4,NO,NO
QUICK,1.05658584670164,5,NO,YES
UP,-1.20652749482542,0,NO,NO
OUT,0.435095145483501,9,NO,YES
RETURN,0.491800045070704,6,NO,YES
RETURN,5.24069328024052,44,YES,YES
QUICK,-0.167859212495387,5,NO,NO
ACROSS,-0.205512934597209,3,NO,NO
FLY,-0.205512934597209,3,NO,NO
IN,1.024082246935,11,NO,YES
FLY,-0.398178482195362,3,NO,NO
OUT,1.99214748933446,7,NO,YES
FLY,0.0306076754350215,4,NO,YES
ACROSS,0.0306076754350215,4,NO,YES
OUT,0.760270438855514,13,NO,YES
IN,-0.843855996150523,2,NO,NO
IN,1.53382643847726,25,YES,YES
FLY,-1.7969173414167,0,NO,NO
ACROSS,0.812627641949803,14,NO,YES
FLY,1.4936433226103,18,YES,YES
OUT,0.365727161057293,8,NO,YES
IN,0.720779552939348,11,NO,YES
ACROSS,-0.0481578337494284,5,NO,NO
OUT,-1.77943254949059,0,NO,NO
FLY,-0.534998250193894,2,NO,NO
IN,0.112089267116971,6,NO,YES
IN,-0.43006869032979,2,NO,NO
QUICK,-0.43006869032979,2,NO,NO
IN,-1.70265050942544,0,NO,NO
ACROSS,0.0533198928460479,5,NO,YES
QUICK,-0.323344497242942,3,NO,NO
ACROSS,-1.52498603798449,0,NO,NO
FLY,-0.922324202954769,-6,NO,NO
IN,0.911018874961883,11,NO,YES
OUT,0.672676083398983,5,NO,YES
ACROSS,0.63727785955416,8,NO,YES
IN,1.08352254156489,16,YES,YES
IN,-0.344790497561917,9,NO,NO
FLY,-0.0898040385218337,2,NO,NO
FLY,-0.679230458452366,-2,NO,NO
IN,-0.949966648593545,4,NO,NO
RETURN,1.61313949199393,18,YES,YES
QUICK,-1.63901893328875,-2,NO,NO
IN,-0.495961684267968,2,NO,NO
IN,-0.387611177749932,4,NO,NO
QUICK,1.68982082267758,2,NO,YES
FLY,-0.807401606929488,-1,NO,NO
ACROSS,0.0433513021562248,5,NO,YES
FLY,1.45169253950007,7,NO,YES
FLY,-0.410131212556735,0,NO,NO
